Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Car_Passenger
A2012620215594,2,1,1,1,18,3,0
A2012620215594,2,2,2,2,18,3,1
A2012620215605,2,1,1,1,41,2,0
A2012620215607,1,1,1,1,40,3,0
A2012620215612,2,1,1,2,38,3,0
A2012620215615,2,1,1,1,16,3,0
A2012620215616,1,1,1,1,77,3,0
A2012620215616,1,3,2,2,75,3,1
A2012620215616,2,2,1,1,26,3,0
A2012620215631,1,1,1,1,79,3,0
A2012620215637,2,1,1,1,26,3,0
A2012620215644,2,1,1,1,20,3,0
A2012620215649,2,1,1,2,48,3,0
A2012620215652,1,1,3,1,52,3,0
A2012620215654,2,1,1,1,51,3,0
A2012620215658,1,1,1,1,25,3,0
A2012620215658,2,2,1,2,40,3,0
A2012620215661,2,1,1,2,19,3,0
A2012620215665,1,1,1,1,17,3,0
A2012620215678,1,1,1,2,52,3,0
A2012620215678,2,2,1,2,46,3,0
A2012620215688,2,1,1,1,-1,3,0
A2012620215692,1,1,1,1,40,3,0
A2012620215693,1,1,1,1,37,3,0
A2012620215696,2,1,1,2,32,3,0
A2012620215697,2,1,1,1,31,3,0
A2012620215697,2,2,2,2,26,3,1
A2012620215733,1,1,1,1,20,3,0
A2012620215738,2,1,1,1,40,3,0
A2012620215738,2,2,2,2,32,3,1
A2012620215739,2,1,1,1,43,3,0
A2012620215752,1,1,1,1,46,3,0
A2012620215752,2,2,1,1,21,3,0
A2012620215770,2,1,1,2,50,3,0
A2012620215791,2,1,1,1,34,2,0
A2012620215794,2,1,1,1,27,3,0
A2012620215795,2,1,2,2,-1,3,2
A2012620215795,2,2,2,2,31,3,2
A2012620215795,2,3,2,2,31,3,1
A2012620215796,2,1,1,1,24,3,0
A2012620215799,2,1,1,1,25,3,0
A2012620215799,2,2,2,2,17,3,1
A2012620215810,1,1,1,1,44,3,0
A2012620215810,2,2,1,1,55,3,0
A2012620215831,2,1,1,2,35,3,0
A2012620215833,2,1,1,2,53,3,0
A2012620215833,2,2,2,2,28,3,2
A2012620215837,2,1,1,2,43,3,0
A2012620215837,2,2,2,2,16,3,1
A2012620215849,2,1,1,2,23,3,0
A2012620215849,2,2,2,2,24,3,1
A2012620215860,1,1,1,1,23,2,0
A2012621200002,2,2,1,1,24,3,0
A2012621200004,2,3,2,1,31,3,1
A2012621200005,2,2,1,2,24,3,0
A2012621200006,1,1,1,1,32,3,0
A2012621200008,2,2,1,1,47,3,0
A2012621200008,2,3,2,2,52,3,1
A2012621200008,2,4,2,2,21,3,1
A2012621200014,1,1,1,2,17,3,0
A2012621200014,1,3,2,1,18,3,1
A2012621200014,2,2,1,1,71,3,0
A2012621200015,2,1,1,2,45,3,0
A2012621200017,2,2,1,2,46,3,0
A2012621200018,2,2,1,1,55,3,0
A2012621200019,1,2,1,1,24,3,0
A2012621200019,2,1,1,1,46,3,0
A2012621200022,2,2,1,1,43,3,0
A2012621200024,2,2,1,1,42,3,0
A2012621200026,2,2,1,1,37,3,0
A2012621200027,1,1,1,2,47,3,0
A2012621200027,2,2,1,1,38,3,0
A2012621200032,2,2,1,2,46,3,0
A2012621200033,1,1,1,2,53,3,0
A2012621200033,1,3,2,2,29,3,1
A2012621200033,2,2,1,1,37,3,0
A2012621200036,2,2,1,1,58,3,0
A2012621200037,2,3,2,2,22,3,1
A2012621200038,1,1,1,1,40,3,0
A2012621200038,1,2,2,1,23,3,1
A2012621200038,1,3,2,1,28,3,2
A2012621200040,1,3,2,2,24,3,1
A2012621200042,2,1,2,1,54,3,1
A2012621200048,1,3,2,1,18,3,2
A2012621200048,2,2,1,1,42,3,0
A2012621200049,2,2,1,1,28,3,0
A2012621200051,1,1,1,1,40,3,0
A2012621200051,1,3,2,2,38,3,1
A2012621200051,2,2,1,1,46,3,0
A2012621200051,2,4,2,1,36,3,1
A2012621200053,2,2,1,2,24,3,0
A2012621200054,2,2,1,2,27,3,0
A2012621200054,2,3,2,1,40,3,1
A2012621200054,2,4,2,2,23,3,2
A2012621200055,1,1,1,1,47,3,0
A2012621200056,1,2,3,1,38,3,0
A2012621200057,1,1,1,1,23,3,0
A2012621200059,2,2,1,1,51,3,0
A2012621200061,2,2,2,2,78,3,1
A2012621200062,2,1,1,2,42,3,0
A2012621200063,2,2,1,1,28,3,0
A2012621200065,2,1,1,2,24,3,0
A2012621200065,2,2,2,2,25,3,1
A2012621200066,2,1,1,1,59,3,0
A2012621200068,2,2,1,1,41,3,0
A2012621200071,1,1,1,2,20,3,0
A2012621200071,2,2,1,2,31,3,0
A2012621200072,2,2,1,1,45,3,0
A2012621200076,2,2,1,1,27,3,0
A2012621200077,2,5,2,2,39,3,1
A2012621200081,1,1,1,2,18,2,0
A2012621200081,1,3,2,2,18,2,1
A2012621200081,2,2,1,1,41,3,0
A2012621200082,2,2,1,2,42,3,0
A2012621200082,2,3,2,1,44,3,1
A2012621200084,2,2,1,2,41,3,0
A2012621200085,2,2,1,1,32,3,0
A2012621200085,2,3,2,2,25,3,1
A2012621200086,1,1,1,1,69,3,0
A2012621200086,1,2,2,1,39,3,1
A2012621200088,1,1,1,1,78,2,0
A2012621200088,2,2,1,1,33,3,0
A2012621200089,1,1,1,1,22,3,0
A2012621200091,1,1,1,1,17,3,0
A2012621200091,1,3,2,1,17,3,1
A2012621200091,2,2,1,1,70,3,0
A2012621200094,1,1,1,1,29,2,0
A2012621200095,2,2,1,2,35,3,0
A2012621200096,2,2,1,2,40,3,0
A2012621200096,2,3,2,1,14,3,1
A2012621200100,1,1,1,1,17,2,0
A2012621200103,2,2,1,1,63,3,0
A2012621200103,2,3,2,2,54,3,1
A2012621200105,2,2,1,1,64,3,0
A2012621200105,2,3,2,2,62,3,1
A2012621200107,2,2,1,1,51,3,0
A2012621200108,1,1,1,1,23,3,0
A2012621200108,2,3,2,2,22,3,1
A2012621200111,2,2,1,1,46,3,0
A2012621200112,1,1,1,1,24,3,0
A2012621200114,2,2,1,2,44,3,0
A2012621200120,1,1,1,2,37,3,0
A2012621200123,2,2,1,1,36,3,0
A2012621200124,1,1,1,1,31,3,0
A2012621200124,1,2,2,1,39,3,1
A2012621200127,2,2,1,1,54,3,0
A2012621200128,2,2,1,2,37,3,0
A2012621200129,1,1,1,1,21,3,0
A2012621200129,1,3,2,2,19,3,1
A2012621200129,2,2,1,1,40,3,0
A2012621200132,2,2,1,1,28,3,0
A2012621200132,2,3,2,1,25,3,1
A2012621200134,1,1,1,2,18,3,0
A2012621200134,1,3,2,2,18,3,2
A2012621200135,2,1,1,1,13,3,0
A2012621200137,1,1,1,1,22,2,0
A2012621200138,1,1,1,1,61,3,0
A2012621200139,1,4,2,1,1,3,2
A2012621200139,2,1,1,1,52,3,0
A2012621200139,2,2,2,2,51,3,1
A2012621200140,1,1,1,2,25,3,0
A2012621200140,2,2,1,2,26,3,0
A2012621200141,1,1,1,1,27,3,0
A2012621200146,1,1,1,1,18,2,0
A2012621200147,2,2,1,1,35,3,0
A2012621200149,1,1,1,1,44,3,0
A2012621200149,2,2,1,1,52,3,0
A2012621200150,2,2,1,2,36,3,0
A2012621200151,2,2,1,1,19,3,0
A2012621200151,2,3,2,2,19,3,2
A2012621200151,2,4,2,1,18,3,1
A2012621200152,2,2,3,1,53,3,0
A2012621200153,1,1,1,2,24,3,0
A2012621200154,2,2,1,2,72,3,0
A2012621200155,1,1,1,1,64,3,0
A2012621200155,2,2,1,2,49,3,0
A2012621200156,2,2,1,1,18,3,0
A2012621200156,2,3,2,1,20,3,1
A2012621200156,2,4,2,1,24,3,2
A2012621200158,1,1,1,2,31,3,0
A2012621200158,2,2,1,2,26,3,0
A2012621200159,1,1,1,1,52,3,0
A2012621200159,2,2,1,1,46,3,0
A2012621200160,1,1,1,2,30,3,0
A2012621200160,2,2,1,2,24,3,0
A2012621200162,2,3,2,1,50,3,1
A2012621200163,1,2,1,1,41,3,0
A2012621200163,2,1,1,2,34,3,0
A2012621200165,1,1,1,2,19,3,0
A2012621200165,1,3,2,2,20,3,1
A2012621200165,2,2,1,1,24,3,0
A2012621200166,2,3,3,1,23,3,0
A2012621200169,1,3,2,1,23,3,1
A2012621200169,2,2,1,2,34,3,0
A2012621200171,1,1,1,2,29,3,0
A2012621200171,2,2,1,1,30,3,0
A2012621200174,2,2,2,2,41,3,2
A2012621200175,2,2,1,1,31,3,0
A2012621200176,2,2,1,2,59,3,0
A2012621200177,2,2,1,1,19,3,0
A2012621200180,2,3,2,2,37,3,1
A2012621200182,1,3,2,2,20,3,1
A2012621200184,1,1,1,2,23,3,0
A2012621200184,2,2,1,2,37,3,0
A2012621200189,1,3,2,1,21,3,1
A2012621200191,1,1,1,1,21,2,0
A2012621200195,2,2,1,2,32,3,0
A2012621200199,2,2,1,1,64,3,0
A2012621200200,1,1,1,1,19,3,0
A2012621200201,2,2,1,2,59,3,0
A2012621200201,2,3,2,2,57,3,1
A2012621200202,2,2,1,2,33,3,0
A2012621200202,2,3,2,1,11,3,1
A2012621200203,1,1,1,1,26,3,0
A2012621200203,1,2,2,2,22,3,1
A2012621200203,2,3,1,1,34,3,0
A2012621200204,2,2,1,2,35,3,0
A2012621200205,1,1,1,1,33,3,0
A2012621200206,2,2,1,2,58,3,0
A2012621200211,2,2,1,1,17,3,0
A2012621200211,2,3,2,2,17,3,2
A2012621200211,2,4,2,2,18,3,1
A2012621200211,2,5,2,1,18,3,2
A2012621200212,2,2,1,1,25,3,0
A2012621200214,1,1,1,1,33,3,0
A2012621200217,1,1,1,1,25,3,0
A2012621200218,1,1,1,2,39,3,0
A2012621200220,1,3,2,2,15,3,1
A2012621200221,2,2,1,1,42,3,0
A2012621200224,2,2,1,1,48,3,0
A2012621200227,1,1,1,1,41,3,0
A2012621200228,1,1,1,1,8,3,0
A2012621200229,2,2,1,1,31,3,0
A2012621200229,2,4,2,2,30,3,2
A2012621200230,1,1,1,1,55,3,0
A2012621200230,1,3,2,2,53,3,1
A2012621200230,2,2,1,1,46,3,0
A2012621200232,2,1,1,1,22,3,0
A2012621200233,1,1,1,2,61,3,0
A2012621200233,2,2,1,2,32,3,0
A2012621200234,2,2,1,1,46,3,0
A2012621200236,2,2,1,1,41,3,0
A2012621200242,2,2,1,1,44,3,0
A2012621200243,2,3,2,1,31,3,1
A2012621200244,1,1,1,2,63,3,0
A2012621200245,1,1,1,2,21,3,0
A2012621200245,2,2,1,2,53,3,0
A2012621200247,2,2,1,1,73,3,0
A2012621200249,2,2,1,1,51,3,0
A2012621200250,2,2,1,2,26,3,0
A2012621200251,1,1,1,2,44,3,0
A2012621200251,1,4,2,2,12,3,1
A2012621200251,2,3,2,2,11,3,1
A2012621200257,2,2,1,1,26,3,0
A2012621200259,2,2,1,1,33,2,0
A2012621200260,2,1,1,2,16,3,0
A2012621200261,2,2,1,1,14,3,0
A2012621200262,1,1,1,2,44,3,0
A2012621200262,2,2,1,1,80,3,0
A2012621200263,1,1,1,1,40,2,0
A2012621200263,1,2,2,2,13,1,0
A2012621200264,2,2,1,1,58,3,0
A2012621200265,2,1,1,2,41,3,0
A2012621200266,2,3,2,2,22,3,1
A2012621200267,2,2,1,1,47,3,0
A2012621200267,2,3,2,1,83,3,1
A2012621200270,1,1,1,1,26,2,0
A2012621200270,2,2,1,1,47,3,0
A2012621200273,2,2,1,2,35,3,0
A2012621200274,2,1,1,1,28,3,0
A2012621200274,2,2,2,2,5,3,2
A2012621200274,2,3,2,1,1,3,2
A2012621200278,2,2,1,1,18,2,0
A2012621200279,2,2,1,2,50,3,0
A2012621200280,2,2,1,1,17,2,0
A2012621200281,1,1,1,2,18,3,0
A2012621200284,2,2,1,1,33,3,0
A2012621200285,1,1,1,2,-1,3,0
A2012621200285,2,2,1,2,43,3,0
A2012621200285,2,3,2,1,51,3,1
A2012621200285,2,4,2,1,8,3,2
A2012621200288,1,1,1,2,34,3,0
A2012621200294,2,1,2,1,0,3,2
A2012621200295,2,3,2,2,49,3,1
A2012621200296,1,1,1,1,27,3,0
A2012621200297,1,2,2,1,21,3,0
A2012621200301,1,1,1,1,48,3,0
A2012621200302,2,2,1,1,22,3,0
A2012621200303,1,1,1,1,24,3,0
A2012621200309,2,1,1,2,10,3,0
A2012621200311,2,1,1,1,34,3,0
A2012621200311,2,2,2,2,26,3,1
A2012621200312,2,2,1,2,24,3,0
A2012621200313,1,1,1,1,23,3,0
A2012621200313,1,3,2,1,68,3,1
A2012621200313,2,2,1,2,36,2,0
A2012621200314,1,3,2,1,26,3,1
A2012621200317,1,1,1,1,34,3,0
A2012621200321,2,2,1,2,22,3,0
A2012621200322,1,3,3,2,48,3,0
A2012621200328,1,1,1,1,28,3,0
A2012621200329,1,1,1,1,23,3,0
A2012621200329,2,2,1,1,28,3,0
A2012621200330,2,2,1,2,21,3,0
A2012621200331,1,1,1,2,47,3,0
A2012621200331,2,2,1,1,42,3,0
A2012621200332,1,1,1,2,45,3,0
A2012621200332,2,2,1,1,36,3,0
A2012621200333,2,1,1,1,59,3,0
A2012621200335,2,2,1,1,41,3,0
A2012621200341,1,1,1,1,42,2,0
A2012621200342,2,2,1,1,34,3,0
A2012621200343,2,2,1,1,32,3,0
A2012621200344,2,1,1,1,18,3,0
A2012621200346,1,1,1,2,20,3,0
A2012621200348,2,2,1,1,16,3,0
A2012621200349,2,1,1,2,18,3,0
A2012621200349,2,2,2,2,18,3,1
A2012621200350,1,1,1,2,22,3,0
A2012621200350,2,2,1,2,27,3,0
A2012621200351,2,2,1,2,17,3,0
A2012621200356,1,1,1,1,38,3,0
A2012621200358,2,2,1,1,47,3,0
A2012621200360,2,2,1,2,17,3,0
A2012621200363,2,2,1,1,36,3,0
A2012621200363,2,3,2,2,35,3,1
A2012621200365,1,2,2,2,32,3,2
A2012621200366,1,1,1,2,45,3,0
A2012621200366,2,2,1,1,16,3,0
A2012621200369,1,1,1,2,32,3,0
A2012621200370,2,2,1,1,22,3,0
A2012621200370,2,3,2,1,70,3,1
A2012621200370,2,4,2,2,18,3,2
A2012621200371,2,1,1,1,31,2,0
A2012621200373,2,2,1,1,10,3,0
A2012621200375,1,1,1,2,21,3,0
A2012621200376,1,1,1,1,22,3,0
A2012621200377,1,1,3,1,26,3,0
A2012621200382,2,2,1,1,23,3,0
A2012621200383,1,1,1,1,16,3,0
A2012621200385,1,1,2,2,19,3,1
A2012621200385,2,3,2,2,32,3,1
A2012621200388,2,2,1,1,22,3,0
A2012621200389,2,2,1,1,51,3,0
A2012621200392,1,1,1,1,33,3,0
A2012621200393,2,1,2,2,54,3,2
A2012621200395,1,1,1,1,10,2,0
A2012621200398,2,2,1,1,18,3,0
A2012621200400,2,2,1,1,46,3,0
A2012621200400,2,3,2,2,46,2,0
A2012621200401,1,1,1,1,58,3,0
A2012621200404,2,3,2,1,49,3,1
A2012621200405,1,1,1,2,47,3,0
A2012621200409,2,2,1,2,58,3,0
A2012621200411,1,1,2,2,65,3,2
A2012621200412,1,1,1,1,20,2,0
A2012621200414,2,2,1,1,36,3,0
A2012621200417,1,1,1,1,24,3,0
A2012621200420,2,1,1,2,30,3,0
A2012621200422,2,2,1,1,65,3,0
A2012621200422,2,3,2,2,65,3,1
A2012621200422,2,4,2,2,43,3,1
A2012621200423,2,2,1,2,46,3,0
A2012621200424,2,2,1,1,31,3,0
A2012621200425,1,1,1,1,38,1,0
A2012621200426,2,2,1,1,50,3,0
A2012621200427,1,3,2,2,6,3,2
A2012621200429,2,2,1,2,29,3,0
A2012621200431,1,1,1,2,18,3,0
A2012621200433,2,2,1,2,33,3,0
A2012621200435,1,1,1,1,80,3,0
A2012621200436,2,3,2,1,4,3,2
A2012621200437,1,1,1,2,43,3,0
A2012621200437,1,3,2,2,10,3,1
A2012621200437,2,2,1,2,24,3,0
A2012621200439,2,2,1,2,26,3,0
A2012621200440,1,1,1,1,37,3,0
A2012621200440,2,2,1,1,56,3,0
A2012621200441,2,2,1,2,66,3,0
A2012621200446,1,1,1,2,23,3,0
A2012621200446,1,3,2,2,24,3,1
A2012621200446,2,2,1,2,22,3,0
A2012621200447,1,1,1,2,18,3,0
A2012621200447,1,3,2,2,18,3,1
A2012621200448,1,1,1,2,60,3,0
A2012621200449,1,1,1,2,26,2,0
A2012621200449,1,2,2,1,32,3,2
A2012621200449,1,3,2,1,34,2,1
A2012621200449,1,4,2,1,33,3,2
A2012621200451,2,3,1,2,46,3,0
A2012621200451,2,4,2,2,73,3,2
A2012621200451,2,5,2,2,25,3,1
A2012621200451,2,6,2,2,72,3,2
A2012621200453,2,2,1,1,18,3,0
A2012621200454,1,2,2,1,30,3,0
A2012621200458,2,1,1,1,47,3,0
A2012621200459,2,3,2,1,91,3,1
A2012621200460,2,2,1,2,19,3,0
A2012621200466,2,1,1,1,44,3,0
A2012621200470,1,1,1,2,49,3,0
A2012621200470,2,2,1,1,53,3,0
A2012621200470,2,3,2,2,50,3,1
A2012621200472,1,1,1,2,24,3,0
A2012621200475,2,2,1,2,22,3,0
A2012621200475,2,3,2,1,23,3,1
A2012621200476,1,3,2,2,60,3,1
A2012621200478,2,2,1,2,20,3,0
A2012621200480,1,1,1,1,50,3,0
A2012621200480,2,2,1,2,18,3,0
A2012621200482,2,2,1,1,55,3,0
A2012621200484,2,2,1,1,20,3,0
A2012621200484,2,3,2,1,19,3,1
A2012621200486,2,3,2,2,21,3,2
A2012621200486,2,4,2,2,42,3,1
A2012621200487,1,1,1,1,60,3,0
A2012621200488,1,1,1,1,21,3,0
A2012621200489,2,2,2,1,20,3,1
A2012621200490,2,2,1,2,20,3,0
A2012621200492,2,2,1,1,26,3,0
A2012621200494,1,1,1,2,24,3,0
A2012621200496,2,1,1,2,48,3,0
A2012621200498,1,1,1,2,51,3,0
A2012621200501,1,1,1,2,20,3,0
A2012621200501,2,2,1,1,21,3,0
A2012621200508,1,1,1,2,68,3,0
A2012621200509,2,2,1,2,33,3,0
A2012621200509,2,3,2,1,42,3,1
A2012621200509,2,4,2,2,12,3,2
A2012621200511,2,2,1,1,71,2,0
A2012621200512,2,3,2,2,14,3,1
A2012621200512,2,4,2,2,18,3,2
A2012621200514,2,2,1,2,36,3,0
A2012621200514,2,3,2,2,15,3,1
A2012621200515,2,2,1,2,41,3,0
A2012621200516,2,2,1,2,44,3,0
A2012621200517,1,3,2,2,43,3,1
A2012621200518,1,1,1,2,17,3,0
A2012621200518,2,3,1,2,52,3,0
A2012621200520,2,2,1,2,27,3,0
A2012621200521,2,1,1,2,44,3,0
A2012621200521,2,2,2,2,54,3,1
A2012621200523,2,2,1,1,49,3,0
A2012621200524,1,1,1,2,52,3,0
A2012621200524,2,2,1,2,35,3,0
A2012621200524,2,3,2,2,34,3,1
A2012621200525,2,3,2,2,64,3,1
A2012621200525,2,4,2,2,45,3,2
A2012621200527,1,1,1,1,29,3,0
A2012621200527,2,2,1,1,45,3,0
A2012621200529,1,1,1,1,21,3,0
A2012621200530,2,2,1,1,46,3,0
A2012621200536,2,2,1,2,48,3,0
A2012621200537,2,2,1,1,43,3,0
A2012621200538,1,3,2,1,64,3,1
A2012621200539,2,2,1,2,25,3,0
A2012621200541,2,2,1,1,46,3,0
A2012621200544,2,2,1,2,19,3,0
A2012621200552,1,1,1,2,31,3,0
A2012621200552,1,3,2,2,16,3,2
A2012621200552,2,2,1,1,33,3,0
A2012621200553,2,2,1,1,22,3,0
A2012621200554,2,2,1,2,40,3,0
A2012621200554,2,3,2,1,39,3,1
A2012621200555,1,3,2,1,19,3,1
A2012621200556,1,1,1,1,22,3,0
A2012621200556,1,3,2,1,21,3,2
A2012621200556,1,4,2,1,26,3,1
A2012621200556,2,2,1,1,26,3,0
A2012621200558,1,1,1,1,28,3,0
A2012621200559,2,2,1,1,39,3,0
A2012621200560,2,2,1,2,34,3,0
A2012621200560,2,3,2,2,10,3,1
A2012621200562,1,1,1,2,78,3,0
A2012621200562,1,3,2,2,81,2,1
A2012621200565,1,1,1,2,26,3,0
A2012621200565,2,2,1,1,35,3,0
A2012621200566,2,2,1,2,31,3,0
A2012621200574,2,2,1,1,39,3,0
A2012621200575,2,2,1,2,35,3,0
A2012621200579,1,1,1,1,33,3,0
A2012621200582,1,1,1,1,18,3,0
A2012621200582,1,3,2,2,18,3,1
A2012621200582,1,4,2,2,18,2,2
A2012621200582,2,2,1,1,26,3,0
A2012621200583,2,2,1,1,27,3,0
A2012621200584,2,2,1,1,42,3,0
A2012621200589,2,3,2,2,42,3,1
A2012621200590,1,1,1,1,16,3,0
A2012621200591,2,2,1,1,24,3,0
A2012621200594,1,1,1,2,26,3,0
A2012621200594,2,2,1,2,32,3,0
A2012621200600,1,1,1,2,23,2,0
A2012621200600,2,3,2,2,34,3,1
A2012621200601,2,2,1,1,51,3,0
A2012621200601,2,3,2,2,8,3,2
A2012621200603,1,1,1,1,30,3,0
A2012621200605,1,1,1,2,43,3,0
A2012621200605,2,2,1,2,26,3,0
A2012621200609,1,1,1,1,21,3,0
A2012621200609,1,3,2,2,50,3,1
A2012621200611,1,1,1,1,24,3,0
A2012621200613,2,2,1,2,21,3,0
A2012621200614,2,2,1,1,19,3,0
A2012621200614,2,3,2,2,16,3,1
A2012621200614,2,4,2,1,22,3,2
A2012621200614,2,5,2,1,21,3,2
A2012621200616,1,1,1,2,38,3,0
A2012621200619,2,4,2,2,12,3,2
A2012621200622,1,1,1,2,33,3,0
A2012621200622,2,2,1,1,36,3,0
A2012621200623,2,3,2,2,33,3,1
A2012621200624,1,1,1,2,31,3,0
A2012621200624,2,2,1,1,53,3,0
A2012621200625,2,1,1,1,35,3,0
A2012621200625,2,2,2,2,61,3,1
A2012621200626,1,1,1,2,50,2,0
A2012621200627,2,2,1,1,16,3,0
A2012621200634,2,2,1,2,48,3,0
A2012621200638,2,2,1,1,23,3,0
A2012621200638,2,3,2,2,20,3,1
A2012621200641,1,1,1,2,26,3,0
A2012621200641,2,2,1,2,29,3,0
A2012621200641,2,3,2,2,27,3,1
A2012621200642,1,1,1,1,18,3,0
A2012621200645,2,2,1,1,19,3,0
A2012621200645,2,3,2,2,20,3,1
A2012621200647,2,2,1,1,33,3,0
A2012621200648,2,2,1,1,48,3,0
A2012621200649,2,1,1,2,31,3,0
A2012621200650,1,1,1,2,46,3,0
A2012621200654,2,2,1,2,32,3,0
A2012621200655,2,2,1,1,22,3,0
A2012621200655,2,3,2,2,21,3,1
A2012621200657,1,1,1,2,46,3,0
A2012621200659,2,2,1,1,42,3,0
A2012621200660,1,1,1,1,42,3,0
A2012621200662,2,2,1,1,18,3,0
A2012621200663,2,2,1,1,22,3,0
A2012621200666,2,1,1,1,21,3,0
A2012621200667,2,2,1,1,61,3,0
A2012621200669,1,1,1,1,34,3,0
A2012621200675,2,1,1,1,27,2,0
A2012621200677,1,1,1,1,39,2,0
A2012621200678,2,1,1,1,34,3,0
A2012621200681,2,2,1,1,49,3,0
A2012621200681,2,3,2,2,49,3,1
A2012621200683,1,1,1,1,28,3,0
A2012621200683,1,2,2,1,27,3,1
A2012621200684,2,2,1,1,74,3,0
A2012621200688,1,1,1,1,40,3,0
A2012621200689,2,2,1,1,16,3,0
A2012621200690,2,2,1,1,45,3,0
A2012621200691,2,2,1,1,30,3,0
A2012621200694,2,2,1,1,48,3,0
A2012621200696,1,1,1,2,22,3,0
A2012621200696,2,2,1,1,36,3,0
A2012621200697,2,2,1,1,37,3,0
A2012621200698,2,2,1,1,18,3,0
A2012621200699,2,2,1,1,42,3,0
A2012621200700,2,3,2,1,18,3,1
A2012621200701,1,3,2,2,17,3,2
A2012621200701,1,4,2,1,17,3,2
A2012621200702,2,3,2,1,5,3,2
A2012621200703,2,2,1,1,50,3,0
A2012621200704,2,2,1,1,50,3,0
A2012621200704,2,3,2,2,39,3,1
A2012621200709,2,3,2,2,7,3,2
A2012621200712,2,2,3,1,43,3,0
A2012621200713,2,1,1,2,66,3,0
A2012621200714,2,2,1,1,65,3,0
A2012621200715,2,2,1,1,65,3,0
A2012621200715,2,3,2,2,39,3,1
A2012621200716,2,2,1,2,18,3,0
A2012621200717,2,2,1,1,54,3,0
A2012621200718,1,1,1,2,31,3,0
A2012621200718,2,2,1,2,57,3,0
A2012621200718,2,3,2,2,63,3,2
A2012621200718,2,4,2,2,57,3,1
A2012621200719,2,1,1,1,21,3,0
A2012621200720,1,1,1,1,19,3,0
A2012621200720,1,3,2,2,20,3,1
A2012621200720,2,2,1,1,50,3,0
A2012621200721,2,2,1,2,40,3,0
A2012621200722,2,3,2,1,66,3,1
A2012621200723,2,2,1,1,59,3,0
A2012621200726,2,3,2,2,28,3,1
A2012621200727,2,3,2,2,26,3,2
A2012621200729,1,1,1,2,70,3,0
A2012621200731,2,2,1,1,24,3,0
A2012621200735,2,2,1,1,56,3,0
A2012621200736,1,1,1,1,19,3,0
A2012621200737,2,2,1,2,32,3,0
A2012621200737,2,3,2,2,11,3,1
A2012621200739,2,2,1,1,13,3,0
A2012621200741,2,1,1,2,41,3,0
A2012621200742,2,2,1,2,20,3,0
A2012621200743,2,2,1,2,37,3,0
A2012621200747,1,1,1,1,81,3,0
A2012621200747,1,3,2,2,74,3,1
A2012621200747,2,2,1,2,29,3,0
A2012621200747,2,4,2,2,79,3,2
A2012621200748,2,2,2,1,6,3,1
A2012621200749,2,2,1,1,35,3,0
A2012621200752,2,2,1,1,34,3,0
A2012621200755,2,2,1,1,18,3,0
A2012621200759,1,1,1,1,30,3,0
A2012621200759,1,3,2,2,27,3,1
A2012621200761,1,2,3,1,43,3,0
A2012621200763,1,1,1,1,71,3,0
A2012621200763,2,2,1,2,51,3,0
A2012621200764,1,1,1,2,36,3,0
A2012621200768,2,1,1,1,44,3,0
A2012621200771,2,2,1,2,76,3,0
A2012621200771,2,3,2,1,56,3,1
A2012621200771,2,4,2,2,79,3,2
A2012621200772,1,1,1,1,20,2,0
A2012621200774,2,2,1,1,52,3,0
A2012621200776,1,2,2,1,20,3,2
A2012621200780,2,2,1,1,22,3,0
A2012621200780,2,3,2,1,21,3,2
A2012621200785,2,2,1,2,50,3,0
A2012621200786,1,1,1,1,16,3,0
A2012621200786,2,2,1,1,16,3,0
A2012621200787,2,1,1,1,31,3,0
A2012621200788,1,1,1,2,18,3,0
A2012621200792,2,2,2,2,23,3,1
A2012621200794,1,1,1,1,20,3,0
A2012621200796,1,1,1,1,65,3,0
A2012621200796,2,2,1,1,53,3,0
A2012621200798,2,2,1,2,30,3,0
A2012621200801,1,3,2,1,2,3,2
A2012621200801,1,4,2,1,3,3,2
A2012621200804,2,2,1,2,28,3,0
A2012621200805,2,2,1,1,49,3,0
A2012621200805,2,3,2,1,20,3,2
A2012621200805,2,4,2,2,45,3,1
A2012621200806,2,2,1,2,51,3,0
A2012621200808,2,2,1,1,48,1,0
A2012621200809,1,1,1,1,18,2,0
A2012621200809,1,2,2,1,31,2,1
A2012621200809,1,3,2,1,22,2,2
A2012621200810,2,2,2,2,18,3,1
A2012621200813,2,2,1,2,27,3,0
A2012621200814,2,3,2,1,22,3,1
A2012621200815,1,1,1,1,37,3,0
A2012621200819,2,2,1,2,40,3,0
A2012621200820,1,1,1,1,13,3,0
A2012621200822,1,2,2,1,40,3,1
A2012621200822,2,3,1,1,43,3,0
A2012621200822,2,4,2,2,41,3,1
A2012621200822,2,5,2,1,12,3,2
A2012621200822,2,6,2,1,58,3,2
A2012621200822,2,7,2,2,63,3,2
A2012621200823,1,2,1,1,68,3,0
A2012621200823,2,1,1,1,53,3,0
A2012621200824,2,2,1,1,54,3,0
A2012621200828,2,2,1,1,48,3,0
A2012621200829,2,2,1,2,59,3,0
A2012621200830,2,2,1,2,38,3,0
A2012621200831,1,1,1,2,23,3,0
A2012621200831,2,2,1,1,43,3,0
A2012621200834,1,3,2,2,51,3,1
A2012621200834,2,2,1,2,21,3,0
