Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Car_Passenger
A2012621200836,1,1,1,1,47,3,0
A2012621200836,2,2,1,2,41,3,0
A2012621200837,1,1,1,1,25,3,0
A2012621200837,2,2,1,1,36,3,0
A2012621200839,2,2,1,1,49,3,0
A2012621200842,2,2,1,1,44,3,0
A2012621200845,1,1,1,1,51,3,0
A2012621200846,1,1,1,1,27,3,0
A2012621200846,2,2,1,1,63,3,0
A2012621200848,2,1,1,1,20,3,0
A2012621200848,2,2,2,2,35,3,2
A2012621200848,2,3,2,2,17,3,2
A2012621200848,2,4,2,1,27,3,2
A2012621200849,2,2,1,2,28,3,0
A2012621200850,1,1,1,2,88,3,0
A2012621200851,1,1,1,2,23,3,0
A2012621200851,2,2,1,2,31,3,0
A2012621200854,2,3,2,2,43,3,2
A2012621200854,2,4,2,2,39,3,2
A2012621200855,2,2,1,2,47,3,0
A2012621200857,1,1,1,1,24,2,0
A2012621200857,1,3,2,2,-1,3,1
A2012621200857,1,4,2,2,-1,3,2
A2012621200858,2,1,1,1,38,3,0
A2012621200860,2,1,1,1,46,2,0
A2012621200861,2,2,1,2,33,3,0
A2012621200863,2,2,1,2,39,3,0
A2012621200866,1,1,1,1,24,1,0
A2012621200866,2,2,1,2,25,2,0
A2012621200866,2,3,2,1,4,2,1
A2012621200866,2,4,2,1,6,2,2
A2012621200866,2,5,2,1,26,2,1
A2012621200867,2,2,1,1,39,3,0
A2012621200869,1,1,1,2,51,3,0
A2012621200870,2,2,1,1,43,3,0
A2012621200872,1,1,1,2,24,3,0
A2012621200872,1,3,2,1,3,2,1
A2012621200873,2,2,1,2,50,3,0
A2012621200875,2,2,1,1,40,3,0
A2012621200876,2,2,3,1,50,2,0
A2012621200877,2,2,1,1,25,3,0
A2012621200878,2,2,1,2,18,3,0
A2012621200880,1,1,1,1,40,3,0
A2012621200880,1,3,2,1,41,1,1
A2012621200880,2,2,1,1,38,1,0
A2012621200885,1,1,1,1,35,3,0
A2012621200885,2,2,1,1,60,3,0
A2012621200886,1,1,1,2,46,3,0
A2012621200886,2,2,1,1,44,3,0
A2012621200888,1,1,1,2,18,3,0
A2012621200888,1,3,2,1,19,3,1
A2012621200888,2,2,1,1,49,3,0
A2012621200888,2,4,2,1,19,3,2
A2012621200894,2,2,1,1,35,3,0
A2012621200898,1,1,1,2,56,3,0
A2012621200898,2,2,1,1,42,3,0
A2012621200899,1,1,1,1,20,3,0
A2012621200901,2,2,1,1,13,3,0
A2012621200905,2,2,1,1,42,3,0
A2012621200905,2,3,2,1,10,3,2
A2012621200907,1,2,2,1,17,3,1
A2012621200908,2,2,1,1,16,3,0
A2012621200910,2,2,1,1,73,3,0
A2012621200910,2,3,2,2,76,3,1
A2012621200911,1,2,1,1,24,3,0
A2012621200911,2,1,1,1,19,3,0
A2012621200913,2,3,2,2,33,3,1
A2012621200913,2,4,2,2,53,3,2
A2012621200914,2,2,1,2,22,3,0
A2012621200915,2,2,1,1,46,3,0
A2012621200916,1,1,1,1,10,3,0
A2012621200917,2,2,1,1,61,3,0
A2012621200917,2,3,2,2,56,3,1
A2012621200919,1,3,2,1,18,3,2
A2012621200919,1,4,2,1,6,3,2
A2012621200919,2,5,2,2,53,3,2
A2012621200919,2,6,2,1,7,3,2
A2012621200922,1,1,1,1,28,2,0
A2012621200928,1,1,1,1,48,3,0
A2012621200931,2,2,1,2,46,3,0
A2012621200932,2,2,1,1,53,3,0
A2012621200935,2,2,1,1,26,3,0
A2012621200936,1,1,1,2,41,2,0
A2012621200937,2,1,1,1,54,3,0
A2012621200938,2,2,1,1,54,2,0
A2012621200942,2,3,2,2,55,3,1
A2012621200943,2,2,1,2,32,3,0
A2012621200945,1,1,1,2,20,3,0
A2012621200945,2,2,1,1,26,3,0
A2012621200945,2,3,2,1,20,3,1
A2012621200946,2,2,1,2,38,3,0
A2012621200947,1,1,1,1,26,3,0
A2012621200947,1,2,2,2,20,3,1
A2012621200949,2,2,1,2,32,2,0
A2012621200950,1,1,1,1,28,3,0
A2012621200950,1,3,2,1,38,3,1
A2012621200950,2,2,1,2,40,3,0
A2012621200956,1,1,1,2,25,3,0
A2012621200956,2,2,1,1,29,3,0
A2012621200956,2,3,2,1,25,3,1
A2012621200956,2,4,2,1,31,3,1
A2012621200956,2,5,2,1,29,3,2
A2012621200956,2,6,2,2,21,3,2
A2012621200957,2,2,1,2,36,3,0
A2012621200957,2,3,2,1,7,3,2
A2012621200958,2,3,2,2,47,3,1
A2012621200959,1,1,1,2,28,3,0
A2012621200960,1,1,1,1,45,3,0
A2012621200961,2,1,1,1,31,3,0
A2012621200965,2,2,1,1,45,3,0
A2012621200968,2,3,2,2,36,3,1
A2012621200971,2,2,1,1,16,3,0
A2012621200973,2,2,1,2,50,2,0
A2012621200976,2,3,2,2,11,3,2
A2012621200984,2,1,1,1,17,3,0
A2012621200985,1,1,1,1,23,3,0
A2012621200986,1,1,1,1,28,3,0
A2012621200987,1,1,1,2,18,3,0
A2012621200987,2,2,1,2,38,3,0
A2012621200991,2,2,1,1,41,2,0
A2012621200992,2,1,1,1,18,3,0
A2012621200993,1,1,1,2,74,3,0
A2012621200995,2,2,1,1,6,3,0
A2012621200996,1,3,2,2,4,3,1
A2012621200997,1,1,1,1,25,3,0
A2012621200997,2,2,1,1,66,3,0
A2012621200997,2,3,2,2,60,3,1
A2012621200998,2,2,1,1,25,3,0
A2012621201000,2,2,1,1,56,3,0
A2012621201001,1,1,1,1,19,3,0
A2012621201002,1,1,1,1,37,3,0
A2012621201002,2,2,1,2,31,3,0
A2012621201006,1,2,2,2,13,3,2
A2012621201006,2,3,1,1,78,3,0
A2012621201006,2,4,2,2,76,3,1
A2012621201007,1,1,1,1,17,3,0
A2012621201007,1,3,2,1,17,3,1
A2012621201007,2,2,1,1,59,3,0
A2012621201009,2,3,2,2,20,3,1
A2012621201012,2,2,2,1,53,3,1
A2012621201013,2,2,1,1,19,3,0
A2012621201015,2,3,2,2,29,3,1
A2012621201017,2,2,1,2,36,3,0
A2012621201020,1,1,1,1,15,3,0
A2012621201022,1,1,1,1,40,3,0
A2012621201022,1,3,2,1,46,3,1
A2012621201023,2,2,1,1,17,3,0
A2012621201024,2,2,1,1,18,3,0
A2012621201025,2,2,1,2,21,3,0
A2012621201026,2,2,1,2,31,3,0
A2012621201026,2,3,2,2,65,3,1
A2012621201027,2,2,1,2,42,2,0
A2012621201028,2,2,1,2,36,3,0
A2012621201028,2,3,2,1,36,3,1
A2012621201030,2,2,1,1,30,3,0
A2012621201031,1,1,1,2,34,3,0
A2012621201032,1,1,1,2,19,3,0
A2012621201032,2,2,1,1,68,3,0
A2012621201032,2,3,2,2,66,3,1
A2012621201033,2,2,1,2,19,3,0
A2012621201035,1,1,1,1,20,3,0
A2012621201035,2,3,2,2,43,3,2
A2012621201036,1,1,1,1,44,3,0
A2012621201036,2,2,1,2,36,3,0
A2012621201037,2,2,1,2,26,3,0
A2012621201038,2,2,1,1,94,3,0
A2012621201039,1,1,1,2,26,3,0
A2012621201039,1,3,2,2,25,3,1
A2012621201039,2,2,1,2,34,3,0
A2012621201039,2,4,2,1,0,3,1
A2012621201040,1,1,1,2,25,3,0
A2012621201041,1,3,2,2,68,3,1
A2012621201041,2,2,1,2,55,3,0
A2012621201043,2,2,1,1,23,3,0
A2012621201046,1,1,1,2,46,3,0
A2012621201047,1,1,1,1,24,2,0
A2012621201047,1,2,2,1,20,2,1
A2012621201047,2,3,1,1,41,3,0
A2012621201047,2,4,2,1,31,3,1
A2012621201048,2,2,1,2,19,3,0
A2012621201048,2,3,2,2,28,3,1
A2012621201048,2,4,2,2,54,3,2
A2012621201049,1,1,1,2,18,3,0
A2012621201049,1,3,2,1,18,3,2
A2012621201049,1,4,2,2,16,3,1
A2012621201050,2,2,1,2,29,3,0
A2012621201051,2,2,1,2,32,3,0
A2012621201051,2,3,2,2,3,3,2
A2012621201052,2,1,1,1,25,3,0
A2012621201054,1,3,3,1,44,3,0
A2012621201059,2,2,1,1,34,3,0
A2012621201060,1,1,1,1,88,3,0
A2012621201061,2,2,1,2,17,3,0
A2012621201064,1,1,1,2,78,3,0
A2012621201065,1,1,1,1,49,3,0
A2012621201065,2,2,1,1,55,3,0
A2012621201067,2,2,1,1,22,3,0
A2012621201067,2,3,2,1,23,3,2
A2012621201068,1,1,1,1,19,3,0
A2012621201069,1,1,1,2,19,3,0
A2012621201070,2,2,1,2,53,3,0
A2012621201073,1,1,1,2,34,3,0
A2012621201073,1,3,2,1,4,3,1
A2012621201073,2,2,1,2,70,3,0
A2012621201075,2,2,1,2,57,3,0
A2012621201076,1,1,1,2,24,3,0
A2012621201076,2,2,1,1,36,3,0
A2012621201077,2,2,1,1,50,3,0
A2012621201078,2,2,1,2,56,3,0
A2012621201083,1,1,1,1,48,3,0
A2012621201083,1,3,2,2,39,3,0
A2012621201084,1,1,1,2,21,3,0
A2012621201087,2,2,1,1,53,3,0
A2012621201088,2,2,1,1,58,2,0
A2012621201089,2,1,1,1,18,3,0
A2012621201090,1,1,1,1,23,3,0
A2012621201090,2,2,1,2,45,3,0
A2012621201093,2,2,1,1,44,3,0
A2012621201093,2,3,2,1,52,3,2
A2012621201094,2,2,1,1,63,2,0
A2012621201095,2,2,1,2,71,3,0
A2012621201098,2,2,2,1,19,3,0
A2012621201099,1,1,1,2,49,3,0
A2012621201099,1,3,2,1,8,3,1
A2012621201101,2,2,1,2,29,3,0
A2012621201108,2,2,1,1,17,3,0
A2012621201110,2,2,1,1,41,3,0
A2012621201114,2,2,1,2,25,3,0
A2012621201116,2,1,1,1,49,3,0
A2012621201118,2,3,2,2,1,3,2
A2012621201119,2,1,1,1,45,3,0
A2012621201121,2,2,1,1,80,3,0
A2012621201123,2,2,1,2,49,3,0
A2012621201126,1,1,1,2,19,3,0
A2012621201126,2,2,1,2,37,3,0
A2012621201126,2,3,2,1,6,3,1
A2012621201127,2,2,1,1,90,3,0
A2012621201128,2,2,1,1,63,3,0
A2012621201131,1,1,1,1,22,3,0
A2012621201134,2,2,1,2,56,3,0
A2012621201134,2,3,2,2,43,3,1
A2012621201134,2,4,2,1,41,3,2
A2012621201135,2,3,2,2,12,3,1
A2012621201137,2,3,2,2,25,3,1
A2012621201138,2,2,1,1,23,3,0
A2012621201138,2,3,2,1,24,3,1
A2012621201140,2,2,1,1,49,3,0
A2012621201141,2,2,1,1,36,2,0
A2012621201142,2,2,1,1,34,3,0
A2012621201143,2,2,1,1,18,3,0
A2012621201144,2,2,1,1,32,3,0
A2012621201145,1,2,2,1,13,3,1
A2012621201147,1,1,1,1,23,3,0
A2012621201149,1,1,1,2,69,3,0
A2012621201149,2,2,1,1,51,3,0
A2012621201150,1,1,1,1,70,3,0
A2012621201150,2,2,1,1,51,3,0
A2012621201153,1,1,1,1,28,3,0
A2012621201154,1,1,1,1,41,3,0
A2012621201157,2,2,1,1,32,3,0
A2012621201158,1,3,2,2,57,3,1
A2012621201158,1,4,2,2,14,3,2
A2012621201158,2,2,1,1,32,3,0
A2012621201160,2,2,1,1,28,3,0
A2012621201162,2,2,1,1,56,3,0
A2012621201163,1,1,1,1,27,3,0
A2012621201163,2,2,1,2,44,3,0
A2012621201163,2,3,2,2,20,3,1
A2012621201164,2,3,2,1,30,3,1
A2012621201167,1,1,1,1,59,3,0
A2012621201167,2,2,1,1,41,3,0
A2012621201167,2,3,2,2,37,3,1
A2012621201167,2,4,2,2,14,3,2
A2012621201167,2,5,2,1,8,3,2
A2012621201167,2,6,2,1,8,3,2
A2012621201168,1,3,2,2,67,3,1
A2012621201168,1,4,2,1,8,3,2
A2012621201168,2,2,1,1,51,3,0
A2012621201169,1,1,1,2,25,3,0
A2012621201170,2,2,1,1,56,3,0
A2012621201172,2,2,1,1,35,3,0
A2012621201172,2,3,2,2,44,3,1
A2012621201172,2,4,2,2,15,3,2
A2012621201172,2,5,2,1,4,3,2
A2012621201173,1,1,1,1,32,3,0
A2012621201174,2,3,2,2,20,3,1
A2012621201177,2,2,1,1,40,3,0
A2012621201178,1,1,1,1,58,3,0
A2012621201178,2,2,1,1,48,3,0
A2012621201178,2,3,2,2,46,3,1
A2012621201180,2,2,1,1,80,3,0
A2012621201181,1,1,1,1,17,3,0
A2012621201181,1,3,2,2,17,3,1
A2012621201181,1,4,2,2,18,3,2
A2012621201183,2,2,1,1,22,3,0
A2012621201184,2,2,1,2,44,3,0
A2012621201187,1,1,1,2,30,3,0
A2012621201188,1,1,1,2,59,3,0
A2012621201188,1,2,2,1,48,3,1
A2012621201189,2,2,1,2,22,3,0
A2012621201192,2,2,1,2,32,3,0
A2012621201193,1,1,1,1,24,3,0
A2012621201193,2,2,1,1,67,3,0
A2012621201198,2,2,1,1,45,3,0
A2012621201199,2,2,1,1,46,3,0
A2012621201200,2,3,2,1,9,3,2
A2012621201202,2,2,1,2,26,3,0
A2012621201203,2,2,1,2,28,3,0
A2012621201203,2,3,2,1,27,3,1
A2012621201205,2,4,2,2,10,3,1
A2012621201205,2,5,2,2,17,2,2
A2012621201207,1,1,1,1,58,3,0
A2012621201210,1,1,1,1,66,3,0
A2012621201210,2,2,1,2,64,3,0
A2012621201214,2,2,1,1,41,3,0
A2012621201215,2,2,1,1,19,2,0
A2012621201216,1,1,1,2,36,2,0
A2012621201218,2,1,1,2,17,3,0
A2012621201222,1,1,1,2,40,3,0
A2012621201222,2,2,1,1,59,3,0
A2012621201224,1,1,1,1,29,3,0
A2012621201227,1,1,1,2,21,3,0
A2012621201227,2,2,1,1,53,3,0
A2012621201228,1,1,1,1,22,3,0
A2012621201229,2,2,1,1,35,3,0
A2012621201229,2,3,2,2,67,3,1
A2012621201231,2,2,1,1,59,3,0
A2012621201232,2,2,1,2,55,3,0
A2012621201234,1,1,1,1,25,3,0
A2012621201234,2,2,1,2,27,3,0
A2012621201235,1,1,1,1,68,3,0
A2012621201235,1,2,2,2,74,3,1
A2012621201236,2,2,1,1,47,3,0
A2012621201236,2,3,2,1,15,3,2
A2012621201236,2,4,2,1,22,3,2
A2012621201236,2,5,2,2,44,3,1
A2012621201237,2,2,1,1,45,3,0
A2012621201238,1,1,1,2,19,3,0
A2012621201241,2,2,1,2,21,3,0
A2012621201245,1,2,2,2,42,3,1
A2012621201246,1,3,2,2,18,3,1
A2012621201247,2,2,1,1,56,3,0
A2012621201249,2,2,1,1,31,3,0
A2012621201249,2,3,2,1,18,3,1
A2012621201250,1,1,1,2,28,3,0
A2012621201250,2,2,1,1,25,3,0
A2012621201260,2,2,1,1,26,3,0
A2012621201261,2,2,1,2,43,3,0
A2012621201262,1,1,1,2,21,3,0
A2012621201262,2,2,1,2,50,3,0
A2012621201263,1,1,1,2,39,3,0
A2012621201265,1,1,1,1,23,3,0
A2012621201267,1,3,2,1,22,3,1
A2012621201271,2,2,1,1,40,3,0
A2012621201272,2,2,1,2,51,3,0
A2012621201273,1,3,2,2,18,3,1
A2012621201273,2,2,1,2,77,3,0
A2012621201275,1,1,1,1,23,2,0
A2012621201275,1,3,2,2,27,3,1
A2012621201275,2,2,1,1,31,3,0
A2012621201275,2,4,2,2,34,3,1
A2012621201276,1,1,1,2,20,3,0
A2012621201277,2,2,1,1,49,3,0
A2012621201279,2,2,1,2,25,3,0
A2012621201279,2,3,2,1,21,3,1
A2012621201279,2,4,2,1,1,3,2
A2012621201279,2,5,2,1,1,3,2
A2012621201279,2,6,2,1,7,3,2
A2012621201286,1,1,1,2,20,3,0
A2012621201288,2,3,2,2,16,3,1
A2012621201289,1,1,1,1,27,3,0
A2012621201289,1,2,2,2,21,3,2
A2012621201289,1,3,2,1,2,3,2
A2012621201291,2,2,1,1,58,3,0
A2012621201294,1,1,1,1,53,3,0
A2012621201294,2,2,1,1,40,3,0
A2012621201294,2,3,2,1,42,3,1
A2012621201295,2,2,1,1,28,3,0
A2012621201297,2,1,1,1,37,3,0
A2012621201299,2,2,1,2,11,3,0
A2012621201300,1,1,1,1,53,3,0
A2012621201300,2,2,1,1,19,3,0
A2012621201302,2,1,1,1,27,3,0
A2012621201303,2,1,1,1,19,3,0
A2012621201306,2,2,1,2,50,3,0
A2012621201307,1,1,1,2,27,3,0
A2012621201307,2,2,1,2,46,3,0
A2012621201308,2,2,1,1,31,3,0
A2012621201309,1,1,1,1,16,3,0
A2012621201313,1,1,1,2,70,3,0
A2012621201314,2,2,1,1,42,3,0
A2012621201316,1,2,2,1,17,3,1
A2012621201317,2,2,1,2,52,3,0
A2012621201318,2,2,1,1,25,3,0
A2012621201320,2,2,1,2,20,3,0
A2012621201321,2,2,1,1,16,3,0
A2012621201322,2,2,1,1,44,3,0
A2012621201322,2,3,2,1,18,3,1
A2012621201323,1,1,1,1,24,3,0
A2012621201323,2,2,1,2,66,3,0
A2012621201323,2,3,2,2,73,3,1
A2012621201328,1,1,1,2,49,3,0
A2012621201328,2,2,1,2,20,3,0
A2012621201328,2,3,2,2,40,3,1
A2012621201330,1,1,1,2,87,3,0
A2012621201331,2,2,1,1,18,3,0
A2012621201332,2,2,1,2,53,3,0
A2012621201335,2,3,2,1,5,3,2
A2012621201335,2,4,2,2,11,3,2
A2012621201336,2,3,2,2,30,3,2
A2012621201338,2,2,1,1,45,3,0
A2012621201339,1,1,1,1,17,3,0
A2012621201341,1,1,1,1,21,3,0
A2012621201341,2,2,1,1,19,3,0
A2012621201345,1,1,1,1,26,3,0
A2012621201345,2,2,1,1,58,3,0
A2012621201346,1,1,1,2,54,3,0
A2012621201347,2,2,1,2,60,3,0
A2012621201349,1,1,1,1,56,3,0
A2012621201349,2,2,1,1,46,3,0
A2012621201353,2,2,1,1,20,3,0
A2012621201356,1,1,1,1,37,3,0
A2012621201356,2,2,1,2,25,3,0
A2012621201359,2,2,1,1,43,3,0
A2012621201361,2,2,1,2,52,3,0
A2012621201362,1,1,1,2,26,3,0
A2012621201362,2,2,1,1,78,3,0
A2012621201367,2,3,2,2,76,3,1
A2012621201369,2,2,1,2,51,3,0
A2012621201370,2,2,1,1,29,3,0
A2012621201371,1,1,1,1,19,3,0
A2012621201371,1,3,3,1,72,1,0
A2012621201373,1,1,1,2,23,3,0
A2012621201376,2,2,1,1,40,3,0
A2012621201377,2,3,2,1,55,3,1
A2012621201379,2,2,1,1,32,3,0
A2012621201382,2,2,1,2,44,3,0
A2012621201383,2,2,1,2,61,3,0
A2012621201383,2,3,2,2,35,3,1
A2012621201384,2,3,2,2,42,3,1
A2012621201385,2,2,1,1,26,3,0
A2012621201389,2,1,1,2,17,3,0
A2012621201391,2,2,1,2,20,3,0
A2012621201392,2,3,2,2,26,3,1
A2012621201400,1,1,1,1,45,3,0
A2012621201404,2,2,1,2,19,3,0
A2012621201407,1,1,1,1,24,3,0
A2012621201408,1,1,1,2,33,3,0
A2012621201411,2,2,1,1,46,3,0
A2012621201414,2,2,1,2,33,3,0
A2012621201415,2,2,1,2,30,3,0
A2012621201415,2,3,2,2,56,3,2
A2012621201415,2,4,2,2,66,3,1
A2012621201418,1,1,1,2,23,3,0
A2012621201423,2,2,1,2,32,3,0
A2012621201425,1,1,1,1,53,3,0
A2012621201425,1,3,2,2,51,3,1
A2012621201425,2,4,2,1,8,3,1
A2012621201426,1,1,1,2,40,3,0
A2012621201426,2,2,1,1,58,3,0
A2012621201427,2,2,1,2,46,3,0
A2012621201427,2,3,2,2,54,3,1
A2012621201428,1,1,1,1,53,3,0
A2012621201430,1,3,2,2,19,3,1
A2012621201430,2,2,1,1,50,3,0
A2012621201431,2,2,1,1,32,3,0
A2012621201431,2,3,2,1,32,3,1
A2012621201432,1,1,1,2,41,3,0
A2012621201433,1,1,1,1,19,3,0
A2012621201433,2,2,1,1,19,3,0
A2012621201435,1,1,1,1,33,3,0
A2012621201435,2,2,1,2,39,3,0
A2012621201436,1,1,1,2,29,3,0
A2012621201436,1,2,2,2,3,3,1
A2012621201437,2,2,1,2,19,3,0
A2012621201438,1,1,1,2,29,3,0
A2012621201438,2,2,1,2,29,3,0
A2012621201440,2,2,1,1,47,3,0
A2012621201442,1,1,1,1,39,3,0
A2012621201443,1,1,1,2,24,3,0
A2012621201446,2,3,3,2,53,2,0
A2012621201449,1,1,1,2,67,3,0
A2012621201450,1,1,1,2,48,3,0
A2012621201460,1,1,1,1,53,2,0
A2012621201462,1,1,1,2,80,3,0
A2012621201464,2,2,1,1,26,3,0
A2012621201466,2,2,1,1,50,3,0
A2012621201467,2,2,1,1,24,3,0
A2012621201468,2,2,1,2,20,3,0
A2012621201469,2,2,1,1,20,3,0
A2012621201474,2,2,1,1,28,3,0
A2012621201476,1,1,1,1,30,3,0
A2012621201476,1,3,2,2,25,3,1
A2012621201476,2,2,1,1,46,3,0
A2012621201478,2,2,1,1,69,3,0
A2012621201479,2,2,1,1,55,3,0
A2012621201481,1,1,1,2,39,3,0
A2012621201484,2,2,1,1,64,2,0
A2012621201486,2,2,1,1,23,2,0
A2012621201488,2,2,1,1,31,3,0
A2012621201489,1,3,2,2,85,3,2
A2012621201490,1,1,1,2,54,3,0
A2012621201490,2,2,1,1,26,3,0
A2012621201493,1,1,1,2,21,3,0
A2012621201494,2,2,1,1,18,3,0
A2012621201495,1,1,1,1,42,2,0
A2012621201495,1,3,2,1,19,3,0
A2012621201495,2,2,1,2,65,2,0
A2012621201496,1,1,1,2,20,3,0
A2012621201497,1,1,1,1,19,3,0
A2012621201497,2,2,1,2,33,2,0
A2012621201498,1,3,2,2,19,3,1
A2012621201499,2,2,1,2,21,3,0
A2012621201499,2,3,2,2,21,3,1
A2012621201502,1,1,1,2,30,3,0
A2012621201502,2,2,1,2,50,3,0
A2012621201503,2,2,1,1,32,3,0
A2012621201505,1,1,1,2,18,3,0
A2012621201505,2,2,1,1,23,3,0
A2012621201506,1,1,1,2,75,3,0
A2012621201509,1,1,1,1,21,3,0
A2012621201509,2,2,1,2,34,3,0
A2012621201512,2,2,1,1,27,3,0
A2012621201515,2,2,1,2,31,3,0
A2012621201518,2,2,1,1,34,3,0
A2012621201519,2,2,1,1,55,3,0
A2012621201520,1,1,1,1,40,3,0
A2012621201523,2,2,1,1,23,3,0
A2012621201525,2,2,1,2,65,3,0
A2012621201526,1,1,1,1,22,3,0
A2012621201526,2,2,1,2,31,3,0
A2012621201528,2,2,1,2,38,3,0
A2012621201529,2,2,1,1,19,3,0
A2012621201530,2,2,1,1,43,3,0
A2012621201531,2,3,2,2,78,3,2
A2012621201532,1,1,1,1,73,2,0
A2012621201532,1,3,2,2,70,3,1
A2012621201532,2,2,1,1,64,3,0
A2012621201532,2,4,2,2,71,3,1
A2012621201544,2,2,1,2,19,3,0
A2012621201546,1,2,1,2,83,3,0
A2012621201546,2,1,1,2,48,3,0
A2012621201547,2,2,1,1,22,3,0
A2012621201553,2,2,1,2,40,3,0
A2012621201554,2,3,2,2,62,3,1
A2012621201555,1,1,1,2,30,3,0
A2012621201555,2,2,1,1,20,3,0
A2012621201555,2,3,2,2,19,3,1
A2012621201557,2,2,1,1,50,2,0
A2012621201558,1,1,1,1,30,3,0
A2012621201558,1,3,2,1,77,3,1
A2012621201560,2,3,2,2,64,3,1
A2012621201561,1,1,1,1,17,3,0
A2012621201562,2,2,1,1,59,3,0
A2012621201563,2,3,2,1,6,3,1
A2012621201565,2,2,1,2,25,3,0
A2012621201566,2,2,1,1,64,3,0
A2012621201571,2,2,1,1,46,3,0
A2012621201571,2,3,2,2,52,3,1
A2012621201572,1,3,3,1,24,3,0
A2012621201576,1,1,1,2,21,3,0
A2012621201576,2,3,2,2,35,3,2
A2012621201578,2,2,1,1,67,3,0
A2012621201580,1,1,1,2,72,3,0
A2012621201580,2,2,1,2,49,3,0
A2012621201584,1,1,1,2,42,3,0
A2012621201584,2,2,1,1,32,3,0
A2012621201585,1,1,1,2,34,3,0
A2012621201587,2,2,1,1,32,3,0
A2012621201587,2,3,2,2,47,3,1
A2012621201588,1,1,1,1,20,3,0
A2012621201589,2,2,1,1,23,3,0
A2012621201595,1,1,1,1,22,3,0
A2012621201595,2,2,1,2,37,3,0
A2012621201597,1,1,1,2,59,3,0
A2012621201598,1,2,2,2,21,3,2
A2012621201598,1,3,2,2,20,3,2
A2012621201599,1,1,1,1,33,3,0
A2012621201599,1,2,2,1,32,3,1
A2012621201600,2,2,1,2,39,3,0
A2012621201601,2,2,3,1,37,3,0
A2012621201603,2,2,1,2,51,3,0
A2012621201604,1,1,1,1,21,3,0
A2012621201604,2,2,1,1,54,3,0
A2012621201608,2,1,1,2,21,3,0
A2012621201610,2,2,1,1,39,3,0
A2012621201613,2,2,1,1,64,3,0
A2012621201614,2,1,1,1,25,3,0
A2012621201614,2,2,2,1,21,3,1
A2012621201614,2,3,2,1,24,3,2
A2012621201616,2,2,1,1,45,3,0
A2012621201617,2,3,2,2,46,2,1
A2012621201618,2,2,1,1,52,3,0
A2012621201619,2,2,1,1,27,3,0
A2012621201620,1,1,1,1,16,3,0
A2012621201621,2,2,1,1,41,3,0
A2012621201621,2,3,2,2,23,3,1
A2012621201623,1,1,1,2,22,3,0
A2012621201624,2,2,1,1,53,3,0
A2012621201626,2,2,1,2,24,3,0
A2012621201627,2,2,1,2,29,3,0
A2012621201628,2,2,1,2,20,3,0
A2012621201628,2,3,2,1,16,3,1
A2012621201631,1,2,2,2,85,3,1
A2012621201632,2,2,1,1,42,3,0
A2012621201634,1,1,1,1,64,3,0
A2012621201634,1,2,3,2,68,3,0
A2012621201636,1,1,1,1,35,3,0
A2012621201640,1,2,2,2,79,3,2
A2012621201640,2,3,1,2,21,3,0
A2012621201641,2,2,1,1,29,3,0
A2012621201641,2,3,2,2,23,3,0
A2012621201642,2,2,1,1,28,2,0
A2012621201643,2,2,1,2,45,3,0
A2012621201645,2,3,2,2,47,3,1
A2012621201646,2,1,1,1,21,3,0
A2012621201648,1,1,1,1,39,3,0
A2012621201653,2,2,1,2,47,3,0
A2012621201655,1,1,1,1,67,3,0
A2012621201655,2,2,1,2,58,3,0
A2012621201662,1,1,1,1,43,3,0
A2012621201662,2,2,1,2,22,3,0
A2012621201663,2,2,1,2,70,3,0
A2012621201665,2,1,1,1,41,3,0
A2012621201667,1,1,1,1,22,3,0
A2012621201667,2,2,1,2,52,3,0
A2012621201668,2,2,1,2,38,3,0
A2012621201672,2,2,1,2,32,3,0
A2012621201674,2,2,1,2,64,3,0
A2012621201674,2,3,2,1,82,3,1
A2012621300003,1,1,1,2,41,3,0
A2012621300005,1,1,1,1,34,2,0
A2012621300005,2,3,2,2,33,3,1
A2012621300009,2,2,1,1,56,3,0
A2012621300015,1,1,1,1,18,2,0
A2012621300017,1,1,1,1,21,3,0
A2012621300017,1,3,2,1,22,2,1
A2012621300017,1,4,2,1,25,2,2
A2012621300017,2,2,1,1,36,3,0
A2012621300018,1,1,1,1,41,3,0
A2012621300018,2,2,1,1,42,3,0
A2012621300018,2,3,2,2,39,3,1
A2012621300018,2,4,2,2,10,3,2
A2012621300018,2,5,2,2,65,3,2
A2012621300019,2,1,1,2,35,3,0
A2012621300020,2,1,1,1,59,3,0
A2012621300022,2,1,1,1,29,3,0
A2012621300023,1,3,2,2,50,3,2
A2012621300037,1,1,1,2,24,3,0
A2012621300042,2,3,2,2,23,3,1
A2012621300046,2,2,1,1,18,3,0
A2012621300048,1,1,1,1,37,3,0
A2012621300048,2,2,1,2,20,3,0
A2012621300059,1,1,1,2,30,3,0
A2012621300064,2,2,1,2,50,3,0
A2012621300064,2,3,2,1,34,3,2
A2012621300068,1,1,1,2,20,3,0
A2012621300069,2,2,1,2,34,3,0
A2012621300072,2,1,1,2,34,3,0
A2012621300074,2,2,1,2,25,3,0
A2012621300074,2,3,2,1,29,3,1
A2012621300078,2,2,1,1,37,3,0
A2012621300078,2,3,2,2,28,3,1
